restId,restName,restArea,restRating,minRevCount,itemCat,itemName,itemPrice,itemDesc,itemBest,itemDescClean,itemNameClean,termImp,descLength,nameLength
0,Chai Point,Villaymma Layouts,4.3,1000,Cold Beverage,Lemon Ice Chai - 300ml,140,Our best tea leaves brewed and served cold with the goodness of fresh lemon juice.,0,best tea leaves brewed served cold goodness fresh lemon juice,lemon ice chai,served cold juice,10,3
0,Chai Point,Villaymma Layouts,4.3,1000,Breakfast and Snacks,Freshly Made Vada Pav,85,A Mumbai Favorite That Goes Well With Chai.,1,mumbai favorite goes chai,freshly vada pav,favorite goes mumbai,4,3
0,Chai Point,Villaymma Layouts,4.3,1000,Peppy Parathas,Anda Chicken Seekh Roll Combo,249,Elaichi Chai Uniflask serves 1 to 2 With Peppy Anda chicken Seehkh Roll,0,elaichi chai uniflask serves peppy anda chicken seehkh roll,anda chicken seekh roll combo,elaichi peppy seehkh,9,5
0,Chai Point,Villaymma Layouts,4.3,1000,Peppy Parathas,Double Anda Roll Combo,229,Elaichi Chai Uniflask serves 1 to 2 With Double Anda Peppy Roll,0,elaichi chai uniflask serves double anda peppy roll,double anda roll combo,peppy elaichi uniflask,8,4
0,Chai Point,Villaymma Layouts,4.3,1000,Peppy Parathas,Anda Paratha Combo,229,Ginger Chai Uniflask( serves 1-2) with Anda Peppy Paratha.,0,ginger chai uniflask serves anda peppy paratha,anda paratha combo,anda peppy uniflask,7,3
0,Chai Point,Villaymma Layouts,4.3,1000,Peppy Parathas,Anda Cheese Paratha Combo ,239,"Crispy, crunchy layered parantha topped with a fluffy omelette. Enjoyed best with our signature Achari Mango chutney, Mint Cilantro chutney and salted butter chiplet and Fresh hand pounded ginger is added to your Chai and brewed to perfection. Made with fresh milk and the best tea leaves from Assam.",0,crispy crunchy layered parantha topped fluffy omelette enjoyed best signature achari mango chutney mint cilantro chutney salted butter chiplet fresh hand pounded ginger added chai brewed perfection fresh milk best tea leaves assam,anda cheese paratha combo,salted parantha chutney,33,4
0,Chai Point,Villaymma Layouts,4.3,1000,Peppy Parathas,Anda Peppy Paratha In Wheat Flour (Atta),170,"Crispy, crunchy layered paratha topped with a fluffy omelette. Enjoyed best with our signature spicy mango chutney, mint Cilantro chutney and  butter chiplet.",0,crispy crunchy layered paratha topped fluffy omelette enjoyed best signature spicy mango chutney mint cilantro chutney butter chiplet,anda peppy paratha wheat flour atta,cilantro fluffy chutney,18,6
0,Chai Point,Villaymma Layouts,4.3,1000,Peppy Parathas,Anda Peppy Paratha With Cheese In Wheat Flour (Atta),179,"Molten cheese and scrumptious eggs sandwiched between layers of delicious paratha with a tang. Enjoyed best with our signature spicy mango chutney, mint Cilantro chutney and butter chiplet.",0,molten cheese scrumptious eggs sandwiched layers delicious paratha tang enjoyed best signature spicy mango chutney mint cilantro chutney butter chiplet,anda peppy paratha cheese wheat flour atta,molten scrumptious chutney,20,7
0,Chai Point,Villaymma Layouts,4.3,1000,Peppy Parathas,Anda Peppy Paratha,160,"Crispy, crunchy layered paratha topped with a fluffy omelette. Enjoyed best with our signature spicy mango chutney, mint Cilantro chutney and  butter chiplet.",0,crispy crunchy layered paratha topped fluffy omelette enjoyed best signature spicy mango chutney mint cilantro chutney butter chiplet,anda peppy paratha,cilantro fluffy chutney,18,3
0,Chai Point,Villaymma Layouts,4.3,1000,Peppy Parathas,Anda Peppy Paratha With Cheese,180,"Molten cheese and scrumptious eggs sandwiched between layers of delicious paratha with a tang. Enjoyed best with our signature spicy mango chutney, mint Cilantro chutney and butter chiplet.",0,molten cheese scrumptious eggs sandwiched layers delicious paratha tang enjoyed best signature spicy mango chutney mint cilantro chutney butter chiplet,anda peppy paratha cheese,molten scrumptious chutney,20,4
0,Chai Point,Villaymma Layouts,4.3,1000,Peppy Parathas,Loaded Aloo Peppy Paratha,179,"Punjabi - spiced mashed potato along with Onion , spiced chilli - green with red and black pepper, stuffed paratha, Served with our signature spicy mango chutney, sweet mango chunda , butter chiplet and curd.",0,punjabi spiced mashed potato onion spiced chilli green red black pepper stuffed paratha served signature spicy mango chutney sweet mango chunda butter chiplet curd,loaded aloo peppy paratha,mashed mango spiced,24,4
0,Chai Point,Villaymma Layouts,4.3,1000,Peppy Parathas,Loaded Paneer Peppy Paratha,209,"Malai paneer stuffed cheese-filled, fresh-herb paratha. Best enjoyed with our signature spicy mango chutney, sweet mango Chunda, butter chiplet and curd.",0,malai paneer stuffed cheese filled fresh herb paratha best enjoyed signature spicy mango chutney sweet mango chunda butter chiplet curd,loaded paneer peppy paratha,malai herb mango,20,4
0,Chai Point,Villaymma Layouts,4.3,1000,Peppy Parathas,Loaded Pyaaz Peppy Paratha,190,"Fine chopped Onion , spiced chilli - green along with red and black pepper, mustard seeds and oil, lemon zest and other spices , stuffed paratha , Served with our signature spicy mango chutney, sweet mango chunda , butter chiplet and curd.",0,fine chopped onion spiced chilli green red black pepper mustard seeds oil lemon zest spices stuffed paratha served signature spicy mango chutney sweet mango chunda butter chiplet curd,loaded pyaaz peppy paratha,oil fine mango,28,4
0,Chai Point,Villaymma Layouts,4.3,1000,Peppy Parathas,Anda Chicken Seekh Peppy Roll,180,"Mildly spiced chicken seekh kebab, drizzled with mint, tandoori mayo, served with a sprinkle of Chaat Masala.",0,mildly spiced chicken seekh kebab drizzled mint tandoori mayo served sprinkle chaat masala,anda chicken seekh peppy roll,seekh drizzled kebab,13,5
0,Chai Point,Villaymma Layouts,4.3,1000,Breakfast and Snacks,Grilled Chicken Tikka Sandwich,179,"Succulent chicken tikka seasoned with curd, red chillies, capsicum and onions stuffed in oven-fresh bread.",0,succulent chicken tikka seasoned curd red chillies capsicum onions stuffed oven fresh bread,grilled chicken tikka sandwich,chillies succulent capsicum,13,4
0,Chai Point,Villaymma Layouts,4.3,1000,Peppy Parathas,Aloo Tikki Peppy Roll,150,"Perfectly made potato cutlets wrapped inside a paratha drizzled with mint, tandoori mayo, served with a sprinkle of Chaat masala.",0,perfectly potato cutlets wrapped inside paratha drizzled mint tandoori mayo served sprinkle chaat masala,aloo tikki peppy roll,inside drizzled cutlets,14,4
0,Chai Point,Villaymma Layouts,4.3,1000,Peppy Parathas,Aloo Tikki Peppy Roll In Wheat Flour (Atta),160,"Perfectly made potato cutlets wrapped inside a paratha drizzled with mint, tandoori mayo, served with a sprinkle of Chaat masala.",0,perfectly potato cutlets wrapped inside paratha drizzled mint tandoori mayo served sprinkle chaat masala,aloo tikki peppy roll wheat flour atta,inside drizzled cutlets,14,7
0,Chai Point,Villaymma Layouts,4.3,1000,Peppy Parathas,Anda Chicken Seekh Peppy Roll In Wheat Flour (Atta),190,"Mildly spiced chicken seekh kebab, drizzled with mint, tandoori mayo, served with a sprinkle of Chaat Masala.",0,mildly spiced chicken seekh kebab drizzled mint tandoori mayo served sprinkle chaat masala,anda chicken seekh peppy roll wheat flour atta,seekh drizzled kebab,13,8
0,Chai Point,Villaymma Layouts,4.3,1000,Peppy Parathas,Double Anda Peppy Roll,160,"Crispy, crunchy Double layered Egg Roll ,enjoyed best with Mint,tandoori mayo , served with a sprinkle of Chaat masala.",0,crispy crunchy double layered egg roll enjoyed best mint tandoori mayo served sprinkle chaat masala,double anda peppy roll,chaat egg sprinkle,15,4
0,Chai Point,Villaymma Layouts,4.3,1000,Peppy Parathas,Murgh Methi & Peppy Paratha In Wheat Flour (Atta),305,"A Nawabi-style preparation of tender chicken chunks, mildly spiced & simmered in a green coriander & fenugreek gravy with fresh cream and curd.Served with 2 soft paratha.",0,nawabi style preparation tender chicken chunks mildly spiced simmered green coriander fenugreek gravy fresh cream curd served soft paratha,murgh methi peppy paratha wheat flour atta,style nawabi fenugreek,19,7
0,Chai Point,Villaymma Layouts,4.3,1000,Peppy Parathas,Darbari Chicken & Peppy Paratha In Wheat Flour (Atta),305,A royal preparation of tender chicken chunks tempered in a butter-loaded tomato & fresh cream gravy.Served with 2 soft paratha. ,0,royal preparation tender chicken chunks tempered butter loaded tomato fresh cream gravy served soft paratha,darbari chicken peppy paratha wheat flour atta,tender tempered royal,15,7
0,Chai Point,Villaymma Layouts,4.3,1000,Peppy Parathas,Rajma Masala & Peppy Paratha In Wheat Flour (Atta),209,"An authentic North Indian delicacy - red kidney beans simmered in a mildly spiced tomato & onion gravy with a distinctly desi flavour and aroma.Served with 2 soft paratha,",0,authentic north indian delicacy red kidney beans simmered mildly spiced tomato onion gravy distinctly desi flavour aroma served soft paratha,rajma masala peppy paratha wheat flour atta,aroma kidney delicacy,20,7
0,Chai Point,Villaymma Layouts,4.3,1000,Peppy Parathas,Murgh Methi & Peppy Paratha,275,"A Nawabi-style preparation of tender chicken chunks, mildly spiced & simmered in a green coriander & fenugreek gravy with fresh cream and curd.Served with 2 soft paratha.",0,nawabi style preparation tender chicken chunks mildly spiced simmered green coriander fenugreek gravy fresh cream curd served soft paratha,murgh methi peppy paratha,style nawabi fenugreek,19,4
0,Chai Point,Villaymma Layouts,4.3,1000,Peppy Parathas,Darbari Chicken & Peppy Paratha,275,A royal preparation of tender chicken chunks tempered in a butter-loaded tomato & fresh cream gravy.Served with 2 soft paratha.,0,royal preparation tender chicken chunks tempered butter loaded tomato fresh cream gravy served soft paratha,darbari chicken peppy paratha,tender tempered royal,15,4
0,Chai Point,Villaymma Layouts,4.3,1000,Peppy Parathas,Rajma Masala & Peppy Paratha,179,An authentic North Indian delicacy - red kidney beans simmered in a mildly spiced tomato & onion gravy with a distinctly desi flavour and aroma.Served with 2 soft paratha.,0,authentic north indian delicacy red kidney beans simmered mildly spiced tomato onion gravy distinctly desi flavour aroma served soft paratha,rajma masala peppy paratha,aroma kidney delicacy,20,4
0,Chai Point,Villaymma Layouts,4.3,1000,Guilt Free,Multigrain Biscuit,17,"This multigrain biscuit is packed with the goodness of super grains like ragi, oats, wheat and rice. Almonds, desiccated coconuts, honey and butter give it a delicious flavour that will leave you craving for more.",0,multigrain biscuit packed goodness super grains like ragi oats wheat rice almonds desiccated coconuts honey butter delicious flavour leave craving,multigrain biscuit,ragi desiccated multigrain,20,2
0,Chai Point,Villaymma Layouts,4.3,1000,Guilt Free,Ginger Lemon Chai - Uniflask (Serves 1-2),115,Ginger helps ease the cold or flu and relieves nausea. Lemon strengthens your immune system and helps fight the common cold.Fresh hand pounded ginger and lemon juice is added to your Chai and brewed to perfection. Made with fresh tea leaves sourced from the best gardens.,0,ginger helps ease cold flu relieves nausea lemon strengthens immune helps fight common cold fresh hand pounded ginger lemon juice added chai brewed perfection fresh tea leaves sourced best gardens,ginger lemon chai uniflask serves,ginger cold helps,30,5
0,Chai Point,Villaymma Layouts,4.3,1000,Guilt Free,Sugarless Chai - Uniflask (Serves 1-2),115,"The freshest tea leaves sourced from the finest estates, brewed with fresh milk without added sugar for a health-conscious beverage.",0,freshest tea leaves sourced finest estates brewed fresh milk added sugar health conscious beverage,sugarless chai uniflask serves,estates conscious health,14,4
0,Chai Point,Villaymma Layouts,4.3,1000,Guilt Free,Ajwain And Saunf Chai - UniFlask (Serves 1-2),115,Ajwain provides relief from coughing and improves airflow to the lungs. Saunf when added in Chai aids with cough and congestion relief.The goodness of fresh carom & fennel seeds added to your Chai and brewed to perfection. Made with fresh milk and the best tea leaves from Assam.,0,ajwain provides relief coughing improves airflow lungs saunf added chai aids cough congestion relief goodness fresh carom fennel seeds added chai brewed perfection fresh milk best tea leaves assam,ajwain saunf chai uniflask serves,fresh added relief,29,5
0,Chai Point,Villaymma Layouts,4.3,1000,Peppy Parathas,Double Anda Peppy Roll In Wheat Flour (Atta),170,"Crispy, crunchy Double layered Egg Roll ,enjoyed best with Mint,tandoori mayo , served with a sprinkle of Chaat masala.",0,crispy crunchy double layered egg roll enjoyed best mint tandoori mayo served sprinkle chaat masala,double anda peppy roll wheat flour atta,chaat egg sprinkle,15,7
0,Chai Point,Villaymma Layouts,4.3,1000,Guilt Free,Ajwain And Saunf Chai Mini Flask ( Serves 4-5),185,Ajwain provides relief from coughing and improves airflow to the lungs. Saunf when added in Chai aids with cough and congestion relief.The goodness of fresh carom & fennel seeds added to your Chai and brewed to perfection. Made with fresh milk and the best tea leaves from Assam.,0,ajwain provides relief coughing improves airflow lungs saunf added chai aids cough congestion relief goodness fresh carom fennel seeds added chai brewed perfection fresh milk best tea leaves assam,ajwain saunf chai mini flask serves,fresh added relief,29,6
0,Chai Point,Villaymma Layouts,4.3,1000,Breakfast and Snacks,Grilled Smoked Chicken Sandwich,185,Wood smoked creamed chicken stuffed in marble bread.,0,wood smoked creamed chicken stuffed marble bread,grilled smoked chicken sandwich,creamed wood marble,7,4
0,Chai Point,Villaymma Layouts,4.3,1000,Breakfast and Snacks,Egg Puff,80,The goodness of a boiled egg mixed with spices and onions in a classic puff.,1,goodness boiled egg mixed spices onions classic puff,egg puff,mixed onions puff,8,2
0,Chai Point,Villaymma Layouts,4.3,1000,Cold Beverage,Cranberry Ice Chai - 300ml,140,Let the tanginess of cranberry and the strength of our brew refresh you with each sip.,0,let tanginess cranberry strength brew refresh sip,cranberry ice chai,tanginess strength let,7,3
0,Chai Point,Villaymma Layouts,4.3,1000,Cold Beverage,Peach Ice Chai,140,A hint of peach with our impeccably brewed Iced Chai. An excellent thirst quencher. Quantity: 300 ml. Serves one.,0,hint peach impeccably brewed iced chai excellent thirst quencher quantity serves,peach ice chai,quantity impeccably excellent,11,3
0,Chai Point,Villaymma Layouts,4.3,1000,Cold Beverage,Kokum Ice Chai,139,A coastal edge of refreshing kokum juice blended with finely brewed tea served cold.,0,coastal edge refreshing kokum juice blended finely brewed tea served cold,kokum ice chai,kokum finely coastal,11,3
0,Chai Point,Villaymma Layouts,4.3,1000,Cold Beverage,Orange & Mint Ice Tea,160,"100% natural blend of freshly sourced oranges from Rajasthan,antioxidant rich black tea,a subtle hint of refreshing peppermint and Ice.",0,natural blend freshly sourced oranges rajasthan antioxidant rich black tea subtle hint refreshing peppermint ice,orange mint ice tea,peppermint oranges subtle,15,4
0,Chai Point,Villaymma Layouts,4.3,1000,Cold Beverage,Mango Shake - 300ml,140,"The naturally irresistible sweetness of alphonso mangoes blended with thick, fresh milk.",0,naturally irresistible sweetness alphonso mangoes blended fresh milk,mango shake,naturally mangoes irresistible,8,2
0,Chai Point,Villaymma Layouts,4.3,1000,Cold Beverage,Chocolate Shake - 300ml,140,"A treat for the chocolate-lover, our chocolate shake is made with actual chocolate fudge, blended with fresh milk to make a creamy, thick shake. Too good to resist.",0,treat chocolate lover chocolate shake actual chocolate fudge blended fresh milk creamy shake good resist,chocolate shake,actual shake chocolate,15,2
0,Chai Point,Villaymma Layouts,4.3,1000,Cold Beverage,Kesar Lassi,140,Almonds and Saffron in thick sweetened yogurt.,0,almonds saffron sweetened yogurt,kesar lassi,saffron sweetened yogurt,4,2
0,Chai Point,Villaymma Layouts,4.3,1000,Cold Beverage,Strawberry Banana Shake,140,Strawberry and Banana in a summer favourite milkshake,0,strawberry banana summer favourite milkshake,strawberry banana shake,strawberry milkshake summer,5,3
0,Chai Point,Villaymma Layouts,4.3,1000,Cold Beverage,Mango Lassi,140,"The naturally irresistible sweetness of alphonso mangoes blended with thick, fresh curd",0,naturally irresistible sweetness alphonso mangoes blended fresh curd,mango lassi,naturally mangoes irresistible,8,2
0,Chai Point,Villaymma Layouts,4.3,1000,Cold Beverage,Malai Lassi,140,"The goodness of green cardamom pounded and infused with thick, fresh curd.",0,goodness green cardamom pounded infused fresh curd,malai lassi,infused pounded curd,7,2
0,Chai Point,Villaymma Layouts,4.3,1000,Cold Beverage,Almond Filter Coffee,199,The wholesome goodness of almond milk meets the earthy sweetness of jaggery and the stimulating properties of filter coffee,0,wholesome goodness almond milk meets earthy sweetness jaggery stimulating properties filter coffee,almond filter coffee,stimulating properties meets,12,3
0,Chai Point,Villaymma Layouts,4.3,1000,Cold Beverage,Cold Filter Coffee (Normal Milk),140,Classic filter coffee served chilled for the tropical thirst.,0,classic filter coffee served chilled tropical thirst,cold filter coffee normal milk,thirst tropical chilled,7,5
0,Chai Point,Villaymma Layouts,4.3,1000,Cold Beverage,Caribbean MOOD,170,"Tropical favourites- Pineapple, mango and apple in an iced shake for the perfect summer break.",0,tropical favourites pineapple mango apple iced shake perfect summer break,caribbean mood,summer favourites pineapple,10,2
0,Chai Point,Villaymma Layouts,4.3,1000,Breakfast and Snacks,Grilled Paneer Tikka Sandwich,159,Juicy fresh paneer tikka chunks seasoned with curd and spices in oven-fresh bread.,0,juicy fresh paneer tikka chunks seasoned curd spices oven fresh bread,grilled paneer tikka sandwich,seasoned oven juicy,11,4
0,Chai Point,Villaymma Layouts,4.3,1000,Cold Beverage,VIBIN Mango,190,Sweetness of alphonso mango vibin' with whipped cream and mango swirl.,0,sweetness alphonso mango vibin whipped cream mango swirl,vibin mango,swirl vibin mango,8,2
0,Chai Point,Villaymma Layouts,4.3,1000,Cold Beverage,Choco BAE,210,"Indulgent chocolate fudge shake, topped with whipped cream, cookie crumbs and yummy chocolate sauce.",0,indulgent chocolate fudge shake topped whipped cream cookie crumbs yummy chocolate sauce,choco bae,yummy indulgent chocolate,12,2
0,Chai Point,Villaymma Layouts,4.3,1000,Cold Beverage,Peanut Butter FLEX,220,"Flexin the Peanut butter & chocolate fudge mix , garnished with chocolate syrup for that extra treat.",0,flexin peanut butter chocolate fudge mix garnished chocolate syrup extra treat,peanut butter flex,peanut flexin chocolate,11,3
0,Chai Point,Villaymma Layouts,4.3,1000,Cold Beverage,The OG Irish cream,199,The OG Irish cream,0,irish cream,irish cream,flask cream irish,2,2
0,Chai Point,Villaymma Layouts,4.3,1000,Cold Beverage,Hazelnut ON FLEEK,199,Hazelnut ON FLEEK,0,hazelnut fleek,hazelnut fleek,zinger fleek hazelnut,2,2
0,Chai Point,Villaymma Layouts,4.3,1000,Breakfast and Snacks,Cheese Maggi,120,Cheese Maggi,0,cheese maggi,cheese maggi,fight cheese maggi,2,2
0,Chai Point,Villaymma Layouts,4.3,1000,Breakfast and Snacks,Butter Maggi,109,A classic preparation of Maggi sprinkled with a dollop of butter.,1,classic preparation maggi sprinkled dollop butter,butter maggi,maggi sprinkled dollop,6,2
0,Chai Point,Villaymma Layouts,4.3,1000,Breakfast and Snacks,Sriracha Maggi,119,A classic preparation of Maggi with the added zest of spicy sriracha sauce,0,classic preparation maggi added zest spicy sriracha sauce,sriracha maggi,maggi sriracha zest,8,2
0,Chai Point,Villaymma Layouts,4.3,1000,Breakfast and Snacks,Classic Plain Maggi,100,"A classic favorite, original maggi.",1,classic favorite original maggi,classic plain maggi,maggi original favorite,4,3
0,Chai Point,Villaymma Layouts,4.3,1000,Breakfast and Snacks,Classic Veg Maggi,109,Classic Maggi tossed with an assortment of veggies.,1,classic maggi tossed assortment veggies,classic veg maggi,maggi assortment tossed,5,3
0,Chai Point,Villaymma Layouts,4.3,1000,Breakfast and Snacks,Plain Upma,120,"A traditional South Indian Breakfast upma is quick to rustle up. This delicious dish includes wheat semolina , desi ghee , cashew nuts , raisins , veggies of choice and other tempered ingredients.",0,traditional south indian breakfast upma quick rustle delicious dish includes wheat semolina desi ghee cashew nuts raisins veggies choice tempered ingredients,plain upma,dish breakfast south,21,2
0,Chai Point,Villaymma Layouts,4.3,1000,Breakfast and Snacks,Classic Poha,115,"Thick flattened rice with spiced onion, potato, roasted peanuts, and curry leaves. Flavored with the goodness of turmeric with a lemony zing. Served with Bhujia for that extra crunch.",1,flattened rice spiced onion potato roasted peanuts curry leaves flavored goodness turmeric lemony zing served bhujia extra crunch,classic poha,lemony zing peanuts,18,2
0,Chai Point,Villaymma Layouts,4.3,1000,Breakfast and Snacks,Samosa,60,A timeless Chai classic (1 piece served) ,0,timeless chai classic piece served,samosa,served timeless piece,5,1
0,Chai Point,Villaymma Layouts,4.3,1000,Breakfast and Snacks,Veg Puff,60,The earthy flavors of potato and beetroot mixed with spices in a classic puff.,1,earthy flavors potato beetroot mixed spices classic puff,veg puff,puff flavors beetroot,8,2
0,Chai Point,Villaymma Layouts,4.3,1000,Cold Beverage,Banana Strawberry BFF,200,The BFF duo- Strawberry & Banana in a thick milkshake topped with whipped cream and cookie crumbs.,0,bff duo strawberry banana milkshake topped whipped cream cookie crumbs,banana strawberry bff,milkshake crumbs bff,10,3
0,Chai Point,Villaymma Layouts,4.3,1000,Guilt Free,Ajwain And Saunf Chai Megaflask ( Serves 8 - 10),340,Ajwain provides relief from coughing and improves airflow to the lungs. Saunf when added in Chai aids with cough and congestion relief.The goodness of fresh carom & fennel seeds added to your Chai and brewed to perfection. Made with fresh milk and the best tea leaves from Assam.,0,ajwain provides relief coughing improves airflow lungs saunf added chai aids cough congestion relief goodness fresh carom fennel seeds added chai brewed perfection fresh milk best tea leaves assam,ajwain saunf chai megaflask serves,fresh added relief,29,5
